,link,text,username,date,likes,comments,retweets
104,https://twitter.com/striver_79/status/1755436671003476115#m,We are clocking 3M views every month on our educational channel takeUforward.   This is 3X of what we did last years during this time.   Wonder where will the numbers be during the on campus placement season.   The new website is loading very very 🔜,@striver_79,"Feb 8, 2024 · 3:41 AM UTC",941,17,6
105,https://twitter.com/striver_79/status/1755067079873691985#m,"I would love to, but I have this thumb rule of not creating content in a space which I have not explored myself properly.   All I can say is, the moment you start attaching “jobs” and “crores” tag to anything, it will end up like this today or tomorrow when it reaches the part of the audience who just see the output and not the input.",@striver_79,"Feb 7, 2024 · 3:12 AM UTC",516,9,8
106,https://twitter.com/striver_79/status/1754791511521419574#m,"In case you thinking otherwise, my manager and teammates were pulling my leg. 😅",@striver_79,"Feb 6, 2024 · 8:57 AM UTC",256,2,0
107,https://twitter.com/striver_79/status/1754718669094187246#m,"Yesterday, it was fun at Google office.   The batch of winter interns joined, and during the lunch hours, there were 15/20 people who met me in the cafeteria.   While I was talking and taking pictures, my manager got into it and   “Big fan, ek photo hume v dijie”   Just love the vibe here in India 🫶♥️",@striver_79,"Feb 6, 2024 · 4:08 AM UTC",2112,27,25
108,https://twitter.com/striver_79/status/1754426778108485649#m,Bumrah 👏🏻🙌  Such a class act 🙏🏻  #INDvsENG,@striver_79,"Feb 5, 2024 · 8:48 AM UTC",364,3,2
109,https://twitter.com/striver_79/status/1754084204877435000#m,So India does not have a cricketer who can bat in tests after Pant.   Why not try Sanju in tests?   #INDvsENGTest #INDvsENG,@striver_79,"Feb 4, 2024 · 10:07 AM UTC",424,48,4
110,https://twitter.com/striver_79/status/1753742041635553335#m,"Posting for a close friend(female)   She is looking for a room in an existing apartment.   Location: Around Nexus Mall, Kormangala, Bangalore.  If anyone has any leads, please drop.   Thank you 🙌",@striver_79,"Feb 3, 2024 · 11:27 AM UTC",379,9,5
111,https://twitter.com/striver_79/status/1753677725976678879#m,"I understand the awareness you want to spread, but this way. Pathetic is all I can say, when you publish “death”",@striver_79,"Feb 3, 2024 · 7:12 AM UTC",441,25,12
112,https://twitter.com/striver_79/status/1753644152485736888#m,#YJ has arrived. What a story he has been. Perfect example of hardwork can take you places ♥️🙌,@striver_79,"Feb 3, 2024 · 4:58 AM UTC",281,9,1
113,https://twitter.com/striver_79/status/1753425549777850817#m,"It is not a taboo or there is nothing bad to move back, for sure.   Also, regarding points.   My happiness point will be mine, yours will be yours :), cheers ♥️",@striver_79,"Feb 2, 2024 · 2:30 PM UTC",367,6,4
114,https://twitter.com/striver_79/status/1753340571098481003#m,👏🏻 Great work!,@striver_79,"Feb 2, 2024 · 8:52 AM UTC",174,1,2
115,https://twitter.com/striver_79/status/1752566624501273004#m,If anyone is hiring.,@striver_79,"Jan 31, 2024 · 5:36 AM UTC",352,5,9
116,https://twitter.com/striver_79/status/1752534433008320767#m,"Yesterday got my yearly review as an engineer 😌  Things I followed last year while learning and working👇🏼  - Official documentation to read about new things.  - Putting break points and understanding the codebase when needed.  - Doing POCs before writing design docs. Helps immensely.  - Writing unit tests for every possible case possible, it helps you understand the working in a much much better way at times.  - Take ownership, this helps you grow everywhere.  - Use Bard/GPT as a mentor/guide   - YT is the last option for engineering concepts, and I avoid it even if there is a video, as I feel there is nothing better than learning on the go. This is a personal despite being a creator myself.",@striver_79,"Jan 31, 2024 · 3:29 AM UTC",1049,42,26
117,https://twitter.com/striver_79/status/1752338982703403067#m,"I don’t necessarily agree with this perception.   A dancing reel will have 10M views.  Some Big Boss winner, will have 15M followers.   Very rare will a teaching video get even 10% of the above.   Every niche has its audience. Some niche will have a large one, some niche a smaller one. With deep tech videos, the quantity on YT decreases, as most of the senior engineers I know or even myself as I have been learning for that reason, prefer reading documentations, or papers. I am very sure, you also read a lot.   As a creator, we decide our niche, so saying “people don’t want to watch” is not correct.   Viewing numbers never decide the quality or the impact is all I can say. It’s all about the market size.",@striver_79,"Jan 30, 2024 · 2:32 PM UTC",787,44,23
118,https://twitter.com/striver_79/status/1751576659718009146#m,"England 👏🏻  Pope was brilliant, he swept and reverse swept us(India) out of the match :)   I won’t be suprised if you end up seeing rajat patidar in the mix next match instead of Gill. Has been disappointing post that one Gabba innings.   #INDvsENG",@striver_79,"Jan 28, 2024 · 12:03 PM UTC",392,23,4
119,https://twitter.com/striver_79/status/1751536890501796259#m,"India needs to rotate the strike more, going into shell, defending every ball is not going to help.   You will have a ball, on which your name will be written eventually.   #INDvsENG",@striver_79,"Jan 28, 2024 · 9:25 AM UTC",236,12,3
120,https://twitter.com/striver_79/status/1751506546058756423#m,West Indies ♥️🔥🙌👏🏻  Gabba conquered again!   Australia loose their first ever pink-ball test match.   Shamar Joseph bowled 12 overs on trott and toom 7 wickets with a toe that was crushed by a Starck yorker.   #AUSvsWI,@striver_79,"Jan 28, 2024 · 7:24 AM UTC",672,10,14
121,https://twitter.com/striver_79/status/1751482228583116892#m,Sunday morning sorted.   IND vs ENG  AUS vs WI   Pope has been excellent 👏🏻 West Indies pacers 👏🏻,@striver_79,"Jan 28, 2024 · 5:47 AM UTC",640,16,8
122,https://twitter.com/striver_79/status/1750779209709199548#m,"KL Rahul is such a class player 👏🏻  Plays Spin ✅ Plays Seam ✅ Plays Bounce ✅  Gill dropped himself to 3, but with Kohli coming back in the third test, his place might be in danger unless he gets a big one before that. His test record minus the Gabba effort has been below average.   Only in overseas, India needs a better No 6 unless Iyer improves, with Pant coming back at 5 mostly.",@striver_79,"Jan 26, 2024 · 7:14 AM UTC",324,8,3
123,https://twitter.com/striver_79/status/1750358502772793345#m,"It isn’t about sheets. It is about what the sheet covers.   Topics, patterns, variations of problems in patterns.   Not to forget video solutions 😛",@striver_79,"Jan 25, 2024 · 3:22 AM UTC",659,14,7
124,https://twitter.com/striver_79/status/1750116524122362089#m,"Ask as many questions you have when you start in a team as an engineer.   People usually skip understanding many things and proceed, as they want to deliver fast when they join.   Remember, you might feel you are going slow in the beginning, but it is okay to, it will help you in the long run, you will be able to contribute much more if you understand things initially instead of skipping.",@striver_79,"Jan 24, 2024 · 11:21 AM UTC",902,22,21
125,https://twitter.com/striver_79/status/1749357837388841161#m,"Public speaking skills of our Prime Minister 👏🏻  Calm, composed, and selection of words 🙏🏻",@striver_79,"Jan 22, 2024 · 9:06 AM UTC",3616,57,131
126,https://twitter.com/striver_79/status/1749150309136654734#m,Jai shri Ram 🧡 The vibe all around is unmatched 🔥,@striver_79,"Jan 21, 2024 · 7:21 PM UTC",2500,34,97
127,https://twitter.com/striver_79/status/1748941176823226607#m,"Never had good experiences with freelancers before today. I can only blame the YT videos which has promoted the race for more and more 💴 in short time without focusing on quality.   But @harshii04 changed that perception. We hired him for UX designs, and man, the dedication he has shown is 👏🏻  Focussed on minor to minor details, gave us many options, and created every single transition. Kept on changing everytime we asked anything.   If you are looking for a UX designer, he is your man 😃",@striver_79,"Jan 21, 2024 · 5:30 AM UTC",692,15,11
128,https://twitter.com/striver_79/status/1748636810107113803#m,Bangalore getting ready! ♥️,@striver_79,"Jan 20, 2024 · 9:21 AM UTC",3078,40,46
129,https://twitter.com/striver_79/status/1748543844772462877#m,"We are looking for someone who can create 6/7 animations for takeUforward.   If you are into it, please send us the following 👇🏼  - Previous work. - Estimated charges.  - Availability.   Email: hello(at)takeuforward(dot)org",@striver_79,"Jan 20, 2024 · 3:11 AM UTC",124,7,1
130,https://twitter.com/striver_79/status/1748323944992838132#m,"There are different contests conducted this coming month, you need to check the NextLevel app out to stay updated.   Top performers will get recommended to recruiters from other major companies, who are actively looking for talent on NextLevel. Tech jobs from 200+ other companies are also available on NextLevel currently.   Link to App: https://next-level.onelink.me/vJGp/qbdybtvw",@striver_79,"Jan 19, 2024 · 12:38 PM UTC",60,4,2
131,https://twitter.com/striver_79/status/1748323940991455341#m,"Frontend Developer @ Tazapay, they are hiring on NextLevel and offering up to 35LPA. Use the link to directly give an AI interview.  Link: https://next-level.onelink.me/vJGp/qbdybtvw",@striver_79,"Jan 19, 2024 · 12:38 PM UTC",59,1,1
132,https://twitter.com/striver_79/status/1748323937367547997#m,"Backend Developer at ShopDeck, they are hiring on NextLevel and offering up to 27LPA. Use the link to directly give an AI interview  Link: https://next-level.onelink.me/vJGp/qbdybtvw",@striver_79,"Jan 19, 2024 · 12:38 PM UTC",59,2,1
133,https://twitter.com/striver_79/status/1748323934175740098#m,Arcesium is hiring on NextLevel and offering up to 23LPA. Use the link to directly give an AI interview.   Link: https://next-level.onelink.me/vJGp/qbdybtvw,@striver_79,"Jan 19, 2024 · 12:38 PM UTC",90,1,1
134,https://twitter.com/striver_79/status/1748323930765689314#m,HIRING ALERT FOR Software Engineers! - Upto 35 LPA  Thread 🧵 👇🏼,@striver_79,"Jan 19, 2024 · 12:38 PM UTC",1271,23,89
135,https://twitter.com/striver_79/status/1747856218243334649#m,"Take some time out, and dive deeper into the frameworks you use :)   There are multiple ways to be great at a thing, a path might work for you, while another path for others.",@striver_79,"Jan 18, 2024 · 5:39 AM UTC",198,5,5
136,https://twitter.com/striver_79/status/1747821693165592804#m,"Part-2 of sharing my getting started experience!  Last 2/3 days.  - 50% of time in understanding the existing and the upcoming product, and the PRDs. Doing this in parallel while learning android so that I can get started in 2 weeks straightaway. Also I am able to connect the dots while learning.   - 30% of time in learning android by doing small hands-on, layouts, listeners, activity, recycler view and other concepts. Will spend a bit more time on recycler view with some extra-mini projects to understand it more.   - 20% of time in onboarding, meetings and all other activities.",@striver_79,"Jan 18, 2024 · 3:22 AM UTC",280,7,2
137,https://twitter.com/striver_79/status/1747719078125670435#m,"The amount of love I am getting everywhere in Bangalore is something I never thought of when I started.   Been here for 7 days, and there has not been a single instance when I have not met people outside, be it office, tech park, street cafes, pani puri stalls, while riding.   Blessed and thank you 🙏🏻❤️",@striver_79,"Jan 17, 2024 · 8:34 PM UTC",1468,51,19
138,https://twitter.com/striver_79/status/1746862157164343726#m,Excellently potrayed 👏🏻,@striver_79,"Jan 15, 2024 · 11:49 AM UTC",215,7,10
139,https://twitter.com/striver_79/status/1746539156392849493#m,People offering courses in ed-tech get a lot of hate. Have not seen so much in any other domain.   My answer would be because of the false promises and wrong marketing tricks.   What do you think is the reason?,@striver_79,"Jan 14, 2024 · 2:25 PM UTC",729,89,11
140,https://twitter.com/striver_79/status/1746091777629532310#m,"Looks like the airline timings are fetched by cache to reduce latency. What you can do is.   Trigger a cache refresh post fetching, and have a retry when this late message appears. So that on retry it gets the updated stuff from the cache.   Can be a temporary solution which solves it straight-away, eventually you can find other ways.",@striver_79,"Jan 13, 2024 · 8:48 AM UTC",100,5,2
141,https://twitter.com/striver_79/status/1746072962258882972#m,"DigiYatra is great but   It does not works if your flight is delayed, and you arrive according to the revised time. It bumps up a message “you are too late”   @DigiYatraOffice edge case to look into.",@striver_79,"Jan 13, 2024 · 7:33 AM UTC",426,13,4
142,https://twitter.com/striver_79/status/1745646355694174463#m,"Okay so the first day in terms of catching up was interesting.   Got my android studio set up, took some time, because of all the internal organisation stuff.   Went through the documentation of some basic things needed to get started.   Post it, got it running on the device, and did a small change to understand how to run it, how to install the apk, and all other stuff. I always do it, no matter what’s the tech stack.  Rest I was caught up with meetings understanding what I will be working on, and the project is all about!",@striver_79,"Jan 12, 2024 · 3:18 AM UTC",782,19,12
143,https://twitter.com/striver_79/status/1745280101187727548#m,"Today onwards, for the next few days, will be sharing how I approach a new team, new tech stack at a big organisation from scratch.   I will have to learn android from scratch, get started with a new environment, new culture.   Let’s see how it goes. Sharing this, so that you might have few things to add or few things to take away 🙌",@striver_79,"Jan 11, 2024 · 3:02 AM UTC",1296,27,11
144,https://twitter.com/striver_79/status/1745030351154786618#m,Also special thanks to @HarshSharma1210 for visiting all apartments on my behalf 🙏🏻,@striver_79,"Jan 10, 2024 · 10:30 AM UTC",50,1,0
145,https://twitter.com/striver_79/status/1744922600030298395#m,"I am settling down in a new city, so I will be back to content creation in a week or so 🙌  It’s tough to manage everything and get a good working setup and place to stay.   Special thanks to @arsh_goyal, @riti2409 and @Nishantchahar11 for helping me out 🙏🏻",@striver_79,"Jan 10, 2024 · 3:22 AM UTC",879,27,3
146,https://twitter.com/striver_79/status/1743564565290623445#m,"Looking for a room in a pre-occupied 2/3 BHK in a gated society near bagmane constellation tech park, Mahadevapura, or around outer ring road.   Any leads would be appreciated 🙏🏻   Also if you see any such posts around your society groups, please do forward me.   @BangaloreRoomi for visibility.",@striver_79,"Jan 6, 2024 · 9:26 AM UTC",324,11,14
147,https://twitter.com/striver_79/status/1742828061446599144#m,I can pay to watch Jadeja field 👏🏻 🐆,@striver_79,"Jan 4, 2024 · 8:39 AM UTC",328,12,3
148,https://twitter.com/striver_79/status/1742545890886181098#m,153-4 to 153-10 for India.   20 wickets in 2.5 sessions.   The world would have been crying in and out if this happened in India 😊,@striver_79,"Jan 3, 2024 · 1:58 PM UTC",1182,31,54
149,https://twitter.com/striver_79/status/1741705382144442596#m,"Happy New Year! Wishing you love, health, and success in 2024! ✨  Starting this year on a high, we wrap up one more playlist end to end as promised, it has 47 practice problems, probably the most any playlist across YouTube or paid courses will offer you.   You can get this on takeUforward website under the ""DSA Playlists"" tab.   Enjoy!",@striver_79,"Jan 1, 2024 · 6:18 AM UTC",798,24,13
