,link,text,username,date,likes,comments,retweets
90,https://twitter.com/iam_sanjana06/status/1791432162836648160#m,🚀Looking forward to learn #web3 everyday.,@iam_sanjana06,"May 17, 2024 · 11:34 AM UTC",76,2,2
91,https://twitter.com/NikhilShivnani4/status/1791394143941619927#m,Completed week 2 of @100xdevs course by @kirat_tw and here are my learning of week 2,@NikhilShivnani4,"May 17, 2024 · 9:03 AM UTC",21,1,2
92,https://twitter.com/DakshSinghk2524/status/1791396759622840366#m,"✈Day 10 (LIP): Simplified Syllabus of Blockchain:  Regards for the video, @kirat_tw. It will be of great assistance to me. I feel very secure now & enthusiastic about the steps I am going to take (: …See you soon",@DakshSinghk2524,"May 17, 2024 · 9:14 AM UTC",27,0,1
93,https://twitter.com/souviktwts/status/1791379707830919443#m,finally done setting up the cms by @kirat_tw after one whole day without docker  setting it up with docker was giving so many unnecessary errors.   Lets see what i can i contribute!,@souviktwts,"May 17, 2024 · 8:06 AM UTC",9,0,1
94,https://twitter.com/Jayant818x/status/1791386251611820161#m,Completed 19.2 Lecture from 0-1 Cohort Learned about Backend Communication and WebSockets Implementation using ws library.  Also wrote an Blog post on the same  https://dev.to/jay818/websockets-1dke @kirat_tw,@Jayant818x,"May 17, 2024 · 8:32 AM UTC",10,0,1
95,https://twitter.com/RudraSankha/status/1791362021415629267#m,What do you prefer for  postgres 1.Neon db 2.Elehant sql 3.Supabase 4. Any other #sql #postgresql #supabase #neondb @kirat_tw,@RudraSankha,"May 17, 2024 · 6:56 AM UTC",8,1,2
96,https://twitter.com/Gautam_kum4r/status/1791354407805972684#m,"Got done with week 7 @kirat_tw cohort, where I learnt about Recoil Root, Atom, UseRecoilState, UseRecoilValue, UseSetRecoilState, selector",@Gautam_kum4r,"May 17, 2024 · 6:25 AM UTC",14,0,1
97,https://twitter.com/httpgurdit/status/1791293448387203571#m,What are your honest reviews about @kirat_tw bhaiya’s @100xdevs 1 to 100 cohort?   I'm considering joining and would appreciate your input...,@httpgurdit,"May 17, 2024 · 2:23 AM UTC",15,2,2
98,https://twitter.com/prathambadmos/status/1791322386203365874#m,"🚀 Day 6 of #100DaysOfCode:  Development: - Finished Week 2.2 of @kirat_tw's Cohort 2.0. - Practicing Bash commands.  DSA: - Studying programming fundamentals. (If anyone has knowledge about open source, please get in touch)  #LearnInPublic #BuildInPublic #100xDevs",@prathambadmos,"May 17, 2024 · 4:18 AM UTC",13,1,1
99,https://twitter.com/Amanpreet_S_M/status/1791323556065984641#m,Cohort 2.0 Week-5 Loading...  Day 1 of 100 Days! Excited to dive into Week 5 and continue this incredible learning journey with @kirat_tw and @100xdevs! #LearnInPublic #100DaysOfCode,@Amanpreet_S_M,"May 17, 2024 · 4:23 AM UTC",4,0,1
